Category,DayOfWeek,Time,PdDistrict,Resolution
VEHICLE THEFT,Friday,23:30,MISSION,NONE
LARCENY/THEFT,Thursday,05:30,CENTRAL,NONE
NON-CRIMINAL,Sunday,11:00,TENDERLOIN,NONE
NON-CRIMINAL,Monday,03:35,CENTRAL,NONE
NON-CRIMINAL,Tuesday,11:47,NORTHERN,NONE
OTHER OFFENSES,Tuesday,10:58,MISSION,NONE
ASSAULT,Sunday,18:31,SOUTHERN,"ARREST, BOOKED"
"SEX OFFENSES, FORCIBLE",Friday,13:00,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Friday,12:20,MISSION,NONE
OTHER OFFENSES,Saturday,06:30,TENDERLOIN,NONE
ROBBERY,Monday,20:00,MISSION,NONE
NON-CRIMINAL,Friday,17:40,PARK,NONE
LARCENY/THEFT,Wednesday,08:00,NORTHERN,NONE
NON-CRIMINAL,Tuesday,12:00,MISSION,NONE
ASSAULT,Monday,09:00,MISSION,NONE
WEAPON LAWS,Wednesday,09:25,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Friday,22:30,SOUTHERN,NONE
VEHICLE THEFT,Saturday,09:45,RICHMOND,NONE
LARCENY/THEFT,Tuesday,18:45,NORTHERN,NONE
ASSAULT,Wednesday,09:23,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,14:00,PARK,NONE
WARRANTS,Monday,01:00,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Monday,03:00,MISSION,NONE
WEAPON LAWS,Saturday,15:48,BAYVIEW,NONE
NON-CRIMINAL,Friday,12:35,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,Friday,23:35,MISSION,NONE
WARRANTS,Wednesday,17:15,CENTRAL,NONE
OTHER OFFENSES,Wednesday,02:55,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,11:27,SOUTHERN,NONE
ASSAULT,Friday,23:44,MISSION,NONE
SECONDARY CODES,Wednesday,18:35,MISSION,NONE
SUSPICIOUS OCC,Tuesday,10:51,BAYVIEW,NONE
DRUG/NARCOTIC,Monday,08:17,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,Friday,12:30,SOUTHERN,NONE
DRUG/NARCOTIC,Thursday,22:30,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Monday,07:58,MISSION,NONE
LARCENY/THEFT,Monday,18:00,RICHMOND,NONE
OTHER OFFENSES,Saturday,09:50,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,Wednesday,23:00,TARAVAL,NONE
OTHER OFFENSES,Friday,00:01,INGLESIDE,NONE
FRAUD,Sunday,12:00,SOUTHERN,NONE
OTHER OFFENSES,Thursday,09:02,MISSION,NONE
STOLEN PROPERTY,Sunday,16:45,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,Friday,22:35,TENDERLOIN,NONE
FRAUD,Monday,14:00,MISSION,NONE
BURGLARY,Thursday,00:30,SOUTHERN,NONE
LARCENY/THEFT,Saturday,19:00,NORTHERN,NONE
LIQUOR LAWS,Saturday,20:22,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,09:05,INGLESIDE,NONE
LARCENY/THEFT,Thursday,01:00,TARAVAL,NONE
NON-CRIMINAL,Sunday,15:36,NORTHERN,NONE
SUSPICIOUS OCC,Saturday,07:10,SOUTHERN,NONE
FORGERY/COUNTERFEITING,Tuesday,12:00,PARK,NONE
VANDALISM,Sunday,18:00,MISSION,NONE
ASSAULT,Sunday,01:27,PARK,NONE
NON-CRIMINAL,Thursday,09:06,BAYVIEW,"ARREST, BOOKED"
ASSAULT,Wednesday,07:00,CENTRAL,NONE
ASSAULT,Saturday,17:00,SOUTHERN,"ARREST, BOOKED"
ASSAULT,Wednesday,20:25,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,Tuesday,10:00,TARAVAL,NONE
LARCENY/THEFT,Thursday,19:20,CENTRAL,"ARREST, BOOKED"
NON-CRIMINAL,Wednesday,12:36,MISSION,"ARREST, BOOKED"
ASSAULT,Wednesday,18:28,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,Monday,20:00,RICHMOND,NONE
LARCENY/THEFT,Tuesday,21:40,NORTHERN,NONE
ROBBERY,Sunday,00:55,MISSION,NONE
WARRANTS,Wednesday,17:44,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,20:40,TARAVAL,NONE
LARCENY/THEFT,Sunday,19:15,NORTHERN,NONE
LARCENY/THEFT,Saturday,00:01,SOUTHERN,NONE
ROBBERY,Tuesday,15:58,CENTRAL,NONE
LARCENY/THEFT,Friday,20:00,SOUTHERN,NONE
MISSING PERSON,Friday,15:00,CENTRAL,NONE
NON-CRIMINAL,Saturday,22:00,NORTHERN,NONE
OTHER OFFENSES,Monday,12:00,NORTHERN,NONE
LARCENY/THEFT,Friday,00:30,CENTRAL,NONE
LARCENY/THEFT,Thursday,23:00,MISSION,NONE
OTHER OFFENSES,Thursday,09:00,BAYVIEW,NONE
LARCENY/THEFT,Wednesday,09:05,SOUTHERN,NONE
WARRANTS,Saturday,19:34,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,17:16,RICHMOND,"ARREST, BOOKED"
ASSAULT,Friday,12:30,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,20:29,NORTHERN,NONE
ASSAULT,Saturday,19:50,INGLESIDE,"ARREST, BOOKED"
BURGLARY,Wednesday,04:48,NORTHERN,NONE
LARCENY/THEFT,Monday,07:55,SOUTHERN,NONE
LARCENY/THEFT,Tuesday,03:00,SOUTHERN,NONE
VEHICLE THEFT,Tuesday,23:59,BAYVIEW,NONE
OTHER OFFENSES,Monday,00:47,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,20:30,CENTRAL,NONE
SECONDARY CODES,Saturday,00:11,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,15:30,MISSION,NONE
WARRANTS,Wednesday,16:20,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Monday,16:00,SOUTHERN,NONE
NON-CRIMINAL,Wednesday,12:40,SOUTHERN,NONE
ASSAULT,Thursday,22:40,CENTRAL,NONE
OTHER OFFENSES,Thursday,22:00,RICHMOND,NONE
SUSPICIOUS OCC,Friday,21:42,RICHMOND,NONE
MISSING PERSON,Tuesday,18:43,RICHMOND,NONE
ARSON,Thursday,10:20,TENDERLOIN,"ARREST, BOOKED"
TRESPASS,Friday,00:01,MISSION,NONE
VEHICLE THEFT,Sunday,21:30,MISSION,NONE
WARRANTS,Wednesday,13:52,CENTRAL,"ARREST, BOOKED"
WARRANTS,Friday,11:46,NORTHERN,"ARREST, BOOKED"
ASSAULT,Saturday,20:15,INGLESIDE,NONE
LARCENY/THEFT,Sunday,01:00,CENTRAL,NONE
OTHER OFFENSES,Monday,03:19,CENTRAL,"ARREST, BOOKED"
PROSTITUTION,Sunday,03:20,MISSION,"ARREST, BOOKED"
SECONDARY CODES,Thursday,17:32,SOUTHERN,NONE
BURGLARY,Tuesday,00:01,INGLESIDE,NONE
LARCENY/THEFT,Monday,21:00,SOUTHERN,NONE
LARCENY/THEFT,Monday,16:50,PARK,NONE
WARRANTS,Saturday,12:52,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,Tuesday,23:21,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Tuesday,11:00,SOUTHERN,NONE
ASSAULT,Friday,04:00,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Friday,10:15,RICHMOND,NONE
MISSING PERSON,Friday,15:00,NORTHERN,NONE
OTHER OFFENSES,Friday,21:30,SOUTHERN,NONE
LARCENY/THEFT,Sunday,16:47,SOUTHERN,NONE
WARRANTS,Tuesday,22:55,PARK,"ARREST, BOOKED"
WARRANTS,Wednesday,23:46,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,12:35,RICHMOND,NONE
NON-CRIMINAL,Monday,17:45,TARAVAL,NONE
VANDALISM,Tuesday,13:30,BAYVIEW,NONE
LARCENY/THEFT,Wednesday,12:25,TENDERLOIN,NONE
ASSAULT,Saturday,14:00,CENTRAL,NONE
LARCENY/THEFT,Saturday,01:00,SOUTHERN,NONE
NON-CRIMINAL,Wednesday,15:31,PARK,NONE
OTHER OFFENSES,Tuesday,16:32,MISSION,"ARREST, BOOKED"
WARRANTS,Tuesday,07:26,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,Tuesday,06:17,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Friday,13:30,NORTHERN,NONE
LARCENY/THEFT,Wednesday,15:37,CENTRAL,NONE
NON-CRIMINAL,Thursday,12:25,SOUTHERN,NONE
LARCENY/THEFT,Friday,18:30,BAYVIEW,NONE
NON-CRIMINAL,Friday,12:37,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Friday,19:17,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,Wednesday,19:46,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Monday,17:00,INGLESIDE,NONE
VEHICLE THEFT,Monday,11:00,TARAVAL,NONE
TRESPASS,Monday,06:50,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,Tuesday,17:30,SOUTHERN,NONE
VANDALISM,Sunday,00:56,BAYVIEW,NONE
OTHER OFFENSES,Tuesday,16:03,NORTHERN,"ARREST, BOOKED"
ASSAULT,Tuesday,07:00,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,17:30,NORTHERN,NONE
DRUG/NARCOTIC,Tuesday,20:04,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Monday,15:38,MISSION,NONE
LARCENY/THEFT,Thursday,15:45,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Friday,21:00,SOUTHERN,NONE
VEHICLE THEFT,Tuesday,05:00,RICHMOND,NONE
LARCENY/THEFT,Saturday,00:01,CENTRAL,NONE
SUSPICIOUS OCC,Thursday,17:00,TARAVAL,NONE
LARCENY/THEFT,Friday,18:30,CENTRAL,NONE
NON-CRIMINAL,Monday,06:00,RICHMOND,NONE
LARCENY/THEFT,Monday,18:30,SOUTHERN,NONE
OTHER OFFENSES,Wednesday,21:00,BAYVIEW,NONE
NON-CRIMINAL,Tuesday,19:55,NORTHERN,NONE
OTHER OFFENSES,Wednesday,12:16,MISSION,"ARREST, BOOKED"
RECOVERED VEHICLE,Friday,07:18,BAYVIEW,NONE
VEHICLE THEFT,Friday,09:30,RICHMOND,NONE
NON-CRIMINAL,Tuesday,02:45,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,Sunday,19:00,NORTHERN,NONE
VEHICLE THEFT,Friday,16:29,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Monday,03:19,SOUTHERN,NONE
ASSAULT,Saturday,00:15,TENDERLOIN,NONE
OTHER OFFENSES,Wednesday,03:24,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Saturday,02:13,RICHMOND,NONE
OTHER OFFENSES,Monday,21:30,TARAVAL,NONE
NON-CRIMINAL,Thursday,15:45,SOUTHERN,NONE
OTHER OFFENSES,Thursday,08:06,TARAVAL,"ARREST, BOOKED"
WARRANTS,Sunday,03:14,MISSION,"ARREST, BOOKED"
ASSAULT,Thursday,10:25,BAYVIEW,NONE
VANDALISM,Tuesday,14:00,PARK,NONE
NON-CRIMINAL,Friday,02:14,MISSION,NONE
OTHER OFFENSES,Wednesday,17:32,TARAVAL,"ARREST, BOOKED"
VEHICLE THEFT,Sunday,17:00,BAYVIEW,NONE
NON-CRIMINAL,Monday,18:34,SOUTHERN,NONE
WARRANTS,Monday,10:37,MISSION,"ARREST, BOOKED"
WARRANTS,Wednesday,00:07,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Monday,00:01,SOUTHERN,NONE
LARCENY/THEFT,Saturday,22:00,SOUTHERN,NONE
NON-CRIMINAL,Tuesday,15:00,TARAVAL,NONE
NON-CRIMINAL,Sunday,16:47,MISSION,NONE
LARCENY/THEFT,Tuesday,21:00,NORTHERN,NONE
BURGLARY,Monday,11:00,BAYVIEW,NONE
NON-CRIMINAL,Wednesday,17:10,SOUTHERN,NONE
NON-CRIMINAL,Saturday,21:15,SOUTHERN,NONE
WARRANTS,Thursday,08:50,CENTRAL,"ARREST, BOOKED"
ASSAULT,Wednesday,10:30,NORTHERN,"ARREST, BOOKED"
WARRANTS,Wednesday,08:05,PARK,"ARREST, BOOKED"
SUSPICIOUS OCC,Tuesday,15:30,INGLESIDE,NONE
OTHER OFFENSES,Saturday,00:23,PARK,"ARREST, BOOKED"
LARCENY/THEFT,Friday,11:50,PARK,NONE
STOLEN PROPERTY,Sunday,06:00,RICHMOND,"ARREST, BOOKED"
NON-CRIMINAL,Saturday,14:29,SOUTHERN,NONE
LARCENY/THEFT,Sunday,17:30,SOUTHERN,NONE
LARCENY/THEFT,Wednesday,20:00,BAYVIEW,NONE
WARRANTS,Tuesday,04:24,CENTRAL,NONE
LARCENY/THEFT,Wednesday,15:15,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Friday,15:10,MISSION,"ARREST, BOOKED"
BURGLARY,Sunday,03:05,CENTRAL,NONE
LARCENY/THEFT,Sunday,16:00,SOUTHERN,NONE
LARCENY/THEFT,Tuesday,11:30,RICHMOND,NONE
MISSING PERSON,Monday,14:45,BAYVIEW,NONE
NON-CRIMINAL,Sunday,15:29,MISSION,NONE
RECOVERED VEHICLE,Thursday,12:17,INGLESIDE,NONE
WARRANTS,Friday,00:42,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,15:54,NORTHERN,NONE
ASSAULT,Sunday,20:35,SOUTHERN,"ARREST, BOOKED"
FRAUD,Friday,12:00,PARK,NONE
LARCENY/THEFT,Saturday,12:10,CENTRAL,NONE
LARCENY/THEFT,Thursday,21:30,TARAVAL,NONE
LARCENY/THEFT,Sunday,16:00,NORTHERN,NONE
OTHER OFFENSES,Friday,14:26,CENTRAL,NONE
VANDALISM,Tuesday,20:15,CENTRAL,NONE
LARCENY/THEFT,Wednesday,19:10,SOUTHERN,NONE
NON-CRIMINAL,Sunday,02:00,SOUTHERN,NONE
WARRANTS,Saturday,00:01,NORTHERN,"ARREST, BOOKED"
BURGLARY,Monday,20:00,PARK,NONE
LARCENY/THEFT,Friday,17:45,TENDERLOIN,NONE
OTHER OFFENSES,Saturday,12:15,MISSION,NONE
TRESPASS,Sunday,00:01,TARAVAL,NONE
LARCENY/THEFT,Saturday,13:30,NORTHERN,NONE
FRAUD,Saturday,15:15,PARK,NONE
SUSPICIOUS OCC,Thursday,16:00,BAYVIEW,NONE
WARRANTS,Friday,18:51,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,Saturday,08:00,NORTHERN,NONE
EMBEZZLEMENT,Thursday,20:04,TENDERLOIN,NONE
WARRANTS,Friday,12:37,BAYVIEW,NONE
SUSPICIOUS OCC,Tuesday,10:02,TARAVAL,NONE
NON-CRIMINAL,Tuesday,18:43,MISSION,"ARREST, BOOKED"
WARRANTS,Wednesday,12:59,TARAVAL,"ARREST, BOOKED"
WEAPON LAWS,Monday,18:12,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,20:00,CENTRAL,NONE
ASSAULT,Thursday,16:38,PARK,NONE
ASSAULT,Thursday,02:15,PARK,"ARREST, BOOKED"
VANDALISM,Monday,18:02,CENTRAL,NONE
NON-CRIMINAL,Friday,21:30,SOUTHERN,NONE
VANDALISM,Sunday,18:34,TENDERLOIN,NONE
LARCENY/THEFT,Monday,10:15,BAYVIEW,NONE
LARCENY/THEFT,Monday,19:55,SOUTHERN,NONE
LARCENY/THEFT,Thursday,17:00,TARAVAL,"ARREST, BOOKED"
WARRANTS,Monday,13:28,BAYVIEW,"ARREST, BOOKED"
VEHICLE THEFT,Saturday,18:30,RICHMOND,NONE
VANDALISM,Friday,14:45,MISSION,NONE
LARCENY/THEFT,Saturday,19:30,CENTRAL,NONE
ASSAULT,Thursday,00:54,NORTHERN,NONE
LARCENY/THEFT,Saturday,12:00,SOUTHERN,NONE
LARCENY/THEFT,Sunday,10:20,TENDERLOIN,NONE
SECONDARY CODES,Friday,22:15,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,09:00,MISSION,NONE
WARRANTS,Wednesday,21:36,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,Friday,19:50,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,21:45,SOUTHERN,NONE
LARCENY/THEFT,Friday,11:00,NORTHERN,NONE
PROSTITUTION,Thursday,17:25,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,03:58,BAYVIEW,NONE
LARCENY/THEFT,Tuesday,21:00,NORTHERN,NONE
BURGLARY,Thursday,18:42,MISSION,NONE
VEHICLE THEFT,Saturday,17:20,SOUTHERN,NONE
LARCENY/THEFT,Saturday,14:00,SOUTHERN,NONE
LARCENY/THEFT,Sunday,01:09,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,00:01,INGLESIDE,NONE
OTHER OFFENSES,Wednesday,16:20,TENDERLOIN,"ARREST, BOOKED"
VEHICLE THEFT,Thursday,08:00,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,17:18,SOUTHERN,NONE
VEHICLE THEFT,Tuesday,16:00,BAYVIEW,NONE
VEHICLE THEFT,Friday,17:30,BAYVIEW,NONE
LARCENY/THEFT,Sunday,20:30,CENTRAL,NONE
LARCENY/THEFT,Tuesday,11:40,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Friday,22:30,RICHMOND,NONE
OTHER OFFENSES,Tuesday,15:30,TARAVAL,NONE
VEHICLE THEFT,Tuesday,17:30,INGLESIDE,NONE
WEAPON LAWS,Tuesday,18:10,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,Sunday,20:47,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,17:30,CENTRAL,NONE
ASSAULT,Thursday,09:00,MISSION,"ARREST, BOOKED"
BRIBERY,Friday,07:00,MISSION,NONE
NON-CRIMINAL,Saturday,12:50,RICHMOND,NONE
NON-CRIMINAL,Saturday,02:00,NORTHERN,NONE
LARCENY/THEFT,Monday,15:00,SOUTHERN,NONE
OTHER OFFENSES,Thursday,13:50,BAYVIEW,"ARREST, BOOKED"
VANDALISM,Tuesday,13:00,INGLESIDE,NONE
VANDALISM,Friday,13:06,MISSION,NONE
WEAPON LAWS,Sunday,00:17,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Friday,11:40,BAYVIEW,NONE
NON-CRIMINAL,Thursday,00:44,BAYVIEW,NONE
NON-CRIMINAL,Wednesday,10:55,SOUTHERN,NONE
VANDALISM,Thursday,00:50,SOUTHERN,NONE
WARRANTS,Monday,17:56,SOUTHERN,"ARREST, BOOKED"
ASSAULT,Tuesday,22:00,NORTHERN,"ARREST, BOOKED"
BURGLARY,Sunday,19:30,PARK,NONE
NON-CRIMINAL,Thursday,19:52,MISSION,NONE
WEAPON LAWS,Friday,15:33,SOUTHERN,NONE
VEHICLE THEFT,Thursday,16:35,SOUTHERN,NONE
WEAPON LAWS,Tuesday,23:37,TENDERLOIN,"ARREST, BOOKED"
MISSING PERSON,Monday,18:30,RICHMOND,NONE
NON-CRIMINAL,Thursday,12:49,SOUTHERN,NONE
LARCENY/THEFT,Tuesday,19:00,CENTRAL,NONE
SUSPICIOUS OCC,Thursday,16:55,CENTRAL,NONE
OTHER OFFENSES,Sunday,23:30,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,Wednesday,16:00,NORTHERN,"ARREST, BOOKED"
MISSING PERSON,Thursday,16:30,RICHMOND,"ARREST, BOOKED"
NON-CRIMINAL,Tuesday,07:21,PARK,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,14:00,CENTRAL,"ARREST, BOOKED"
NON-CRIMINAL,Saturday,08:00,RICHMOND,NONE
STOLEN PROPERTY,Tuesday,17:05,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,Sunday,18:20,SOUTHERN,NONE
LARCENY/THEFT,Friday,08:00,SOUTHERN,NONE
LARCENY/THEFT,Saturday,09:00,SOUTHERN,NONE
FAMILY OFFENSES,Friday,11:55,MISSION,NONE
KIDNAPPING,Monday,01:30,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,Monday,09:00,RICHMOND,NONE
VEHICLE THEFT,Sunday,12:00,PARK,NONE
LARCENY/THEFT,Friday,21:00,NORTHERN,NONE
VANDALISM,Saturday,02:24,TENDERLOIN,NONE
NON-CRIMINAL,Thursday,19:00,NORTHERN,NONE
OTHER OFFENSES,Tuesday,00:01,INGLESIDE,NONE
OTHER OFFENSES,Wednesday,04:44,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,Friday,00:01,TARAVAL,NONE
VANDALISM,Thursday,21:59,BAYVIEW,NONE
LARCENY/THEFT,Thursday,06:58,SOUTHERN,NONE
WARRANTS,Wednesday,14:20,CENTRAL,NONE
VEHICLE THEFT,Thursday,21:00,INGLESIDE,NONE
NON-CRIMINAL,Wednesday,06:23,NORTHERN,NONE
VANDALISM,Monday,06:15,BAYVIEW,NONE
OTHER OFFENSES,Saturday,10:51,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,00:33,SOUTHERN,NONE
SUSPICIOUS OCC,Thursday,14:20,BAYVIEW,NONE
WARRANTS,Wednesday,11:17,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,Friday,00:32,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,Friday,03:16,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,Wednesday,05:30,MISSION,NONE
VANDALISM,Friday,11:35,BAYVIEW,NONE
LARCENY/THEFT,Friday,19:45,INGLESIDE,NONE
WEAPON LAWS,Sunday,15:48,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,Wednesday,11:56,BAYVIEW,NONE
ASSAULT,Friday,01:44,MISSION,"ARREST, BOOKED"
VANDALISM,Tuesday,16:00,CENTRAL,NONE
RUNAWAY,Thursday,18:00,NORTHERN,NONE
OTHER OFFENSES,Friday,13:31,NORTHERN,"ARREST, BOOKED"
ASSAULT,Saturday,11:53,BAYVIEW,"ARREST, BOOKED"
WARRANTS,Sunday,00:01,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,12:00,NORTHERN,NONE
BURGLARY,Wednesday,18:00,TARAVAL,NONE
ASSAULT,Sunday,15:30,TENDERLOIN,NONE
ROBBERY,Sunday,15:20,SOUTHERN,NONE
LARCENY/THEFT,Friday,19:00,CENTRAL,NONE
ASSAULT,Thursday,16:27,NORTHERN,NONE
DRUNKENNESS,Sunday,23:39,NORTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Sunday,21:00,TARAVAL,NONE
LARCENY/THEFT,Saturday,12:00,SOUTHERN,NONE
ASSAULT,Monday,14:30,MISSION,NONE
SUSPICIOUS OCC,Tuesday,14:20,RICHMOND,NONE
LARCENY/THEFT,Thursday,01:00,NORTHERN,NONE
LARCENY/THEFT,Sunday,17:15,TENDERLOIN,NONE
VEHICLE THEFT,Sunday,09:30,BAYVIEW,NONE
ASSAULT,Monday,14:05,SOUTHERN,NONE
WARRANTS,Thursday,14:50,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,10:34,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Monday,10:00,RICHMOND,NONE
ROBBERY,Tuesday,13:17,TARAVAL,NONE
VEHICLE THEFT,Monday,13:00,INGLESIDE,NONE
NON-CRIMINAL,Sunday,11:02,TARAVAL,NONE
DISORDERLY CONDUCT,Wednesday,07:41,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,Monday,14:50,SOUTHERN,NONE
ASSAULT,Wednesday,06:00,SOUTHERN,NONE
BURGLARY,Wednesday,18:47,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,02:00,CENTRAL,NONE
OTHER OFFENSES,Wednesday,09:00,CENTRAL,NONE
ROBBERY,Sunday,18:43,TENDERLOIN,NONE
RECOVERED VEHICLE,Tuesday,15:45,MISSION,NONE
LARCENY/THEFT,Thursday,19:00,SOUTHERN,NONE
ASSAULT,Thursday,08:07,TENDERLOIN,"ARREST, BOOKED"
SUSPICIOUS OCC,Friday,02:09,PARK,NONE
NON-CRIMINAL,Friday,16:00,RICHMOND,NONE
NON-CRIMINAL,Saturday,16:00,CENTRAL,NONE
NON-CRIMINAL,Thursday,16:19,CENTRAL,NONE
ASSAULT,Friday,19:50,MISSION,NONE
LARCENY/THEFT,Sunday,20:42,INGLESIDE,NONE
LARCENY/THEFT,Saturday,14:00,CENTRAL,"ARREST, BOOKED"
FRAUD,Sunday,10:25,SOUTHERN,NONE
BURGLARY,Friday,19:16,RICHMOND,NONE
SUSPICIOUS OCC,Sunday,13:58,TENDERLOIN,NONE
SECONDARY CODES,Wednesday,06:00,SOUTHERN,NONE
LARCENY/THEFT,Friday,18:00,BAYVIEW,NONE
SUSPICIOUS OCC,Saturday,23:10,RICHMOND,NONE
SUSPICIOUS OCC,Monday,21:00,RICHMOND,NONE
OTHER OFFENSES,Sunday,12:00,MISSION,NONE
OTHER OFFENSES,Saturday,03:14,INGLESIDE,"ARREST, BOOKED"
NON-CRIMINAL,Saturday,23:26,SOUTHERN,NONE
DRUG/NARCOTIC,Wednesday,12:50,CENTRAL,NONE
NON-CRIMINAL,Wednesday,12:00,TENDERLOIN,NONE
NON-CRIMINAL,Monday,15:13,SOUTHERN,NONE
ASSAULT,Wednesday,22:20,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,19:00,CENTRAL,NONE
LARCENY/THEFT,Thursday,10:00,CENTRAL,NONE
MISSING PERSON,Wednesday,20:00,PARK,NONE
NON-CRIMINAL,Saturday,01:00,INGLESIDE,NONE
NON-CRIMINAL,Tuesday,23:45,PARK,NONE
LARCENY/THEFT,Friday,13:30,SOUTHERN,NONE
NON-CRIMINAL,Thursday,08:00,CENTRAL,NONE
VANDALISM,Sunday,09:50,PARK,NONE
WARRANTS,Wednesday,11:35,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,16:40,SOUTHERN,NONE
OTHER OFFENSES,Tuesday,14:45,MISSION,"ARREST, BOOKED"
FORGERY/COUNTERFEITING,Tuesday,13:14,RICHMOND,NONE
LARCENY/THEFT,Tuesday,18:00,CENTRAL,NONE
ASSAULT,Friday,22:48,TENDERLOIN,NONE
VANDALISM,Thursday,23:48,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Friday,20:00,CENTRAL,NONE
VANDALISM,Tuesday,17:18,BAYVIEW,NONE
VANDALISM,Saturday,06:00,MISSION,NONE
NON-CRIMINAL,Monday,01:30,MISSION,NONE
OTHER OFFENSES,Wednesday,14:56,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,Sunday,17:10,SOUTHERN,NONE
OTHER OFFENSES,Wednesday,11:00,BAYVIEW,NONE
VEHICLE THEFT,Tuesday,21:00,PARK,NONE
NON-CRIMINAL,Wednesday,04:50,INGLESIDE,NONE
MISSING PERSON,Wednesday,08:30,TARAVAL,NONE
NON-CRIMINAL,Friday,18:00,CENTRAL,NONE
FRAUD,Wednesday,12:00,TARAVAL,NONE
OTHER OFFENSES,Saturday,20:02,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,07:25,PARK,NONE
VEHICLE THEFT,Sunday,03:00,INGLESIDE,NONE
VANDALISM,Saturday,08:50,TENDERLOIN,NONE
VEHICLE THEFT,Friday,18:30,CENTRAL,NONE
